gene_symbol	Gene.ID
HMBOX1	ENSG00000147421
HMG20B	ENSG00000064961
HMGA1	ENSG00000137309
HMGA2	ENSG00000149948
HMGB1	ENSG00000189403
HMGB2	ENSG00000164104
HMGB3	ENSG00000029993
HMGCR	ENSG00000113161
HMGCS1	ENSG00000112972
HMGXB4	ENSG00000100281
HMHA1	ENSG00000180448
HMX1	ENSG00000215612
HMX2	ENSG00000188816
HMX3	ENSG00000188620
HNF1A	ENSG00000135100
HNF1B	ENSG00000108753
HNF4A	ENSG00000101076
HNRNPA0	ENSG00000177733
HNRNPA1	ENSG00000135486
HNRNPA2B1	ENSG00000122566
HNRNPA3	ENSG00000170144
HNRNPC	ENSG00000092199
HNRNPD	ENSG00000138668
HNRNPF	ENSG00000169813
HNRNPH1	ENSG00000169045
HNRNPH2	ENSG00000126945
HNRNPH3	ENSG00000096746
HNRNPK	ENSG00000165119
HNRNPL	ENSG00000104824
HNRNPLL	ENSG00000143889
HNRNPM	ENSG00000099783
HNRNPR	ENSG00000125944
HNRNPU	ENSG00000153187
HOMER1	ENSG00000152413
HORMAD1	ENSG00000143452
HOXA11	ENSG00000005073
HOXA2	ENSG00000105996
HOXA5	ENSG00000106004
HOXB4	ENSG00000182742
HOXB5	ENSG00000120075
HOXB6	ENSG00000108511
HOXB7	ENSG00000260027
HOXB8	ENSG00000120068
HOXC12	ENSG00000123407
HOXC13	ENSG00000123364
HOXC4	ENSG00000198353
HOXC6	ENSG00000197757
HOXC9	ENSG00000180806
HOXD10	ENSG00000128710
HOXD3	ENSG00000128652
HPCA	ENSG00000121905
HPCAL1	ENSG00000115756
HPCAL4	ENSG00000116983
HPN	ENSG00000105707
HPRT1	ENSG00000165704
HRAS	ENSG00000174775
HRH2	ENSG00000113749
HRH3	ENSG00000101180
HS3ST2	ENSG00000122254
HS3ST4	ENSG00000182601
HS3ST6	ENSG00000162040
HS6ST2	ENSG00000171004
HSD11B1L	ENSG00000167733
HSD17B10	ENSG00000072506
HSF1	ENSG00000185122
HSF2	ENSG00000025156
HSF4	ENSG00000102878
HSF5	ENSG00000176160
HSP90AB1	ENSG00000096384
HSPA12B	ENSG00000132622
HSPA4	ENSG00000170606
HSPA5	ENSG00000044574
HSPB1	ENSG00000106211
HSPD1	ENSG00000144381
HSPE1	ENSG00000115541
HTR1A	ENSG00000178394
HTR1B	ENSG00000135312
HTR2A	ENSG00000102468
HTR6	ENSG00000158748
HTRA2	ENSG00000115317
HTRA3	ENSG00000170801
HTRA4	ENSG00000169495
HTT	ENSG00000197386
HUNK	ENSG00000142149
HUWE1	ENSG00000086758
HVCN1	ENSG00000122986
HYPK	ENSG00000242028
IBTK	ENSG00000005700
ICAM4	ENSG00000105371
ICMT	ENSG00000116237
ID4	ENSG00000172201
IDH3A	ENSG00000166411
IDH3G	ENSG00000067829
IDI1	ENSG00000067064
IDS	ENSG00000010404
IER3	ENSG00000137331
IER5	ENSG00000162783
IER5L	ENSG00000188483
IFFO2	ENSG00000169991
IFI16	ENSG00000163565
IFI6	ENSG00000126709
IFITM3	ENSG00000142089
IFNA1	ENSG00000197919
IFNA13	ENSG00000233816
IFNA4	ENSG00000236637
IFNG	ENSG00000111537
IFRD2	ENSG00000214706
IFT122	ENSG00000163913
IGDCC3	ENSG00000174498
IGDCC4	ENSG00000103742
IGF1	ENSG00000017427
IGF1R	ENSG00000140443
IGF2	ENSG00000167244
IGF2BP1	ENSG00000159217
IGF2BP2	ENSG00000073792
IGF2BP3	ENSG00000136231
IGFBP2	ENSG00000115457
IGFBP4	ENSG00000141753
IGFBP5	ENSG00000115461
IGLON5	ENSG00000142549
IGSF3	ENSG00000143061
IGSF9B	ENSG00000080854
IHH	ENSG00000163501
IK	ENSG00000113141
IKBKB	ENSG00000104365
IKZF1	ENSG00000185811
IKZF2	ENSG00000030419
IKZF3	ENSG00000161405
IKZF4	ENSG00000123411
IKZF5	ENSG00000095574
IL17D	ENSG00000172458
IL17RE	ENSG00000163701
IL1RAP	ENSG00000196083
IL1RAPL1	ENSG00000169306
IL1RAPL2	ENSG00000189108
IL21	ENSG00000138684
IL2RG	ENSG00000147168
IL4I1	ENSG00000104951
IL9R	ENSG00000124334
ILDR2	ENSG00000143195
ILF2	ENSG00000143621
ILF3	ENSG00000129351
ILKAP	ENSG00000132323
ILVBL	ENSG00000105135
IMPDH2	ENSG00000178035
INA	ENSG00000148798
INF2	ENSG00000203485
ING1	ENSG00000153487
ING3	ENSG00000071243
ING4	ENSG00000111653
ING5	ENSG00000168395
INHBA	ENSG00000122641
INHBB	ENSG00000163083
INIP	ENSG00000148153
INO80	ENSG00000128908
INO80B	ENSG00000115274
INO80D	ENSG00000114933
INPP4A	ENSG00000040933
INPP5A	ENSG00000068383
INPP5D	ENSG00000168918
INPPL1	ENSG00000165458
INSIG1	ENSG00000186480
INSIG2	ENSG00000125629
INSR	ENSG00000171105
INTS3	ENSG00000143624
INTS4	ENSG00000149262
INTS6	ENSG00000102786
INTS7	ENSG00000143493
INTS8	ENSG00000164941
IP6K1	ENSG00000176095
IP6K2	ENSG00000068745
IPO13	ENSG00000117408
IPO5	ENSG00000065150
IPO7	ENSG00000205339
IPO8	ENSG00000133704
IPO9	ENSG00000198700
IQGAP1	ENSG00000140575
IQSEC2	ENSG00000124313
IQSEC3	ENSG00000120645
IRAK1	ENSG00000184216
IRF1	ENSG00000125347
IRF2	ENSG00000168310
IRF2BP2	ENSG00000168264
IRF2BPL	ENSG00000119669
IRF4	ENSG00000137265
IRF5	ENSG00000128604
IRF6	ENSG00000117595
IRF8	ENSG00000140968
IRX2	ENSG00000170561
IRX4	ENSG00000113430
ISCA1	ENSG00000135070
ISCA2	ENSG00000165898
ISL1	ENSG00000016082
ISL2	ENSG00000159556
ISM1	ENSG00000101230
ISY1	ENSG00000240682
ISYNA1	ENSG00000105655
ITCH	ENSG00000078747
ITGA2B	ENSG00000005961
ITGA9	ENSG00000144668
ITGAL	ENSG00000005844
ITGB1	ENSG00000150093
ITGB4	ENSG00000132470
ITGB7	ENSG00000139626
ITPKA	ENSG00000137825
ITPKB	ENSG00000143772
ITPR1	ENSG00000150995
ITPR2	ENSG00000123104
ITPR3	ENSG00000096433
ITSN1	ENSG00000205726
IWS1	ENSG00000163166
JADE1	ENSG00000077684
JADE2	ENSG00000043143
JADE3	ENSG00000102221
JAG1	ENSG00000101384
JAG2	ENSG00000184916
JAK1	ENSG00000162434
JAK3	ENSG00000105639
JAKMIP1	ENSG00000152969
JAKMIP2	ENSG00000176049
JARID2	ENSG00000008083
JAZF1	ENSG00000153814
JMJD1C	ENSG00000171988
JMJD6	ENSG00000070495
JOSD1	ENSG00000100221
JPH1	ENSG00000104369
JPH3	ENSG00000154118
JPH4	ENSG00000092051
JRKL	ENSG00000183340
JSRP1	ENSG00000167476
JTB	ENSG00000143543
JUN	ENSG00000177606
KAAG1	ENSG00000146049
KAL1	ENSG00000011201
KALRN	ENSG00000160145
KANSL3	ENSG00000114982
KAT2A	ENSG00000108773
KAT2B	ENSG00000114166
KAT5	ENSG00000172977
KAT6A	ENSG00000083168
KAT6B	ENSG00000156650
KAT7	ENSG00000136504
KAT8	ENSG00000103510
KATNB1	ENSG00000140854
KAZN	ENSG00000189337
KBTBD11	ENSG00000176595
KBTBD2	ENSG00000170852
KBTBD6	ENSG00000165572
KBTBD7	ENSG00000120696
KCMF1	ENSG00000176407
KCNA1	ENSG00000111262
KCNA2	ENSG00000177301
KCNA6	ENSG00000151079
KCNA7	ENSG00000104848
KCNAB2	ENSG00000069424
KCNB1	ENSG00000158445
KCNB2	ENSG00000182674
KCNC1	ENSG00000129159
KCNC2	ENSG00000166006
KCNC4	ENSG00000116396
KCND1	ENSG00000102057
KCND2	ENSG00000184408
KCND3	ENSG00000171385
KCNE4	ENSG00000152049
KCNF1	ENSG00000162975
KCNG1	ENSG00000026559
KCNG2	ENSG00000178342
KCNG3	ENSG00000171126
KCNH1	ENSG00000143473
KCNH2	ENSG00000055118
KCNH3	ENSG00000135519
KCNH4	ENSG00000089558
KCNH5	ENSG00000140015
KCNH7	ENSG00000184611
KCNH8	ENSG00000183960
KCNIP1	ENSG00000182132
KCNIP2	ENSG00000120049
KCNJ11	ENSG00000187486
KCNJ14	ENSG00000182324
KCNJ2	ENSG00000123700
KCNJ3	ENSG00000162989
KCNJ4	ENSG00000168135
KCNJ6	ENSG00000157542
KCNJ8	ENSG00000121361
KCNK12	ENSG00000184261
KCNK13	ENSG00000152315
KCNK2	ENSG00000082482
KCNK4	ENSG00000182450
KCNK5	ENSG00000164626
KCNK6	ENSG00000099337
KCNK9	ENSG00000169427
KCNMA1	ENSG00000156113
KCNMB3	ENSG00000171121
KCNMB4	ENSG00000135643
KCNN1	ENSG00000105642
KCNN2	ENSG00000080709
KCNN3	ENSG00000143603
KCNQ1	ENSG00000053918
KCNQ2	ENSG00000075043
KCNQ3	ENSG00000184156
KCNQ4	ENSG00000117013
KCNQ5	ENSG00000185760
KCNS2	ENSG00000156486
KCNT1	ENSG00000107147
KCNT2	ENSG00000162687
KCNV1	ENSG00000164794
KCTD1	ENSG00000134504
KCTD10	ENSG00000110906
KCTD11	ENSG00000213859
KCTD12	ENSG00000178695
KCTD13	ENSG00000174943
KCTD15	ENSG00000153885
KCTD17	ENSG00000100379
KCTD2	ENSG00000180901
KCTD3	ENSG00000136636
KCTD5	ENSG00000167977
KCTD6	ENSG00000168301
KCTD7	ENSG00000243335
KCTD9	ENSG00000104756
KDELR1	ENSG00000105438
KDM1A	ENSG00000004487
KDM2A	ENSG00000173120
KDM2B	ENSG00000089094
KDM3A	ENSG00000115548
KDM3B	ENSG00000120733
KDM4A	ENSG00000066135
KDM4B	ENSG00000127663
KDM4D	ENSG00000186280
KDM5A	ENSG00000073614
KDM5B	ENSG00000117139
KDM5C	ENSG00000126012
KDM6A	ENSG00000147050
KDM6B	ENSG00000132510
KDM7A	ENSG00000006459
KDR	ENSG00000128052
KEAP1	ENSG00000079999
KHDRBS1	ENSG00000121774
KHDRBS3	ENSG00000131773
KHSRP	ENSG00000088247
KIAA0100	ENSG00000007202
KIAA0368	ENSG00000136813
KIAA0895L	ENSG00000196123
KIAA1109	ENSG00000138688
KIAA1429	ENSG00000164944
KIAA1468	ENSG00000134444
KIDINS220	ENSG00000134313
KIF11	ENSG00000138160
KIF17	ENSG00000117245
KIF1A	ENSG00000130294
KIF1B	ENSG00000054523
KIF20A	ENSG00000112984
KIF23	ENSG00000137807
KIF26A	ENSG00000066735
KIF27	ENSG00000165115
KIF2A	ENSG00000068796
KIF3A	ENSG00000131437
KIF3B	ENSG00000101350
KIF3C	ENSG00000084731
KIF4A	ENSG00000090889
KIF5A	ENSG00000155980
KIF5B	ENSG00000170759
KIF5C	ENSG00000168280
KIR2DL1	ENSG00000125498
KIR2DL3	ENSG00000243772
KIR3DL1	ENSG00000167633
KIR3DL2	ENSG00000240403
KIR3DL3	ENSG00000242019
KIRREL	ENSG00000183853
KIRREL2	ENSG00000126259
KISS1R	ENSG00000116014
KL	ENSG00000133116
KLB	ENSG00000134962
KLC1	ENSG00000126214
KLF1	ENSG00000105610
KLF10	ENSG00000155090
KLF12	ENSG00000118922
KLF13	ENSG00000169926
KLF14	ENSG00000174595
KLF15	ENSG00000163884
KLF16	ENSG00000129911
KLF2	ENSG00000127528
KLF4	ENSG00000136826
KLF5	ENSG00000102554
KLF6	ENSG00000067082
KLF7	ENSG00000118263
KLF9	ENSG00000119138
KLHDC10	ENSG00000128607
KLHDC3	ENSG00000124702
KLHL10	ENSG00000161594
KLHL11	ENSG00000178502
KLHL12	ENSG00000117153
KLHL13	ENSG00000003096
KLHL15	ENSG00000174010
KLHL18	ENSG00000114648
KLHL2	ENSG00000109466
KLHL20	ENSG00000076321
KLHL21	ENSG00000162413
KLHL22	ENSG00000099910
KLHL24	ENSG00000114796
KLHL26	ENSG00000167487
KLHL28	ENSG00000179454
KLHL3	ENSG00000146021
KLHL31	ENSG00000124743
KLHL40	ENSG00000157119
KLHL42	ENSG00000087448
KLHL6	ENSG00000172578
KLHL7	ENSG00000122550
KLRC2	ENSG00000205809
KLRG2	ENSG00000188883
KMT2A	ENSG00000118058
KMT2C	ENSG00000055609
KMT2D	ENSG00000167548
KPNA1	ENSG00000114030
KPNA3	ENSG00000102753
KPNA4	ENSG00000186432
KPNA6	ENSG00000025800
KPNB1	ENSG00000108424
KRAS	ENSG00000133703
KREMEN2	ENSG00000131650
KRT12	ENSG00000187242
KRT33B	ENSG00000131738
KRT6A	ENSG00000205420
KRT6B	ENSG00000185479
KRT6C	ENSG00000170465
KRT72	ENSG00000170486
KRT86	ENSG00000170442
KRTAP10-7	ENSG00000205441
KRTAP2-4	ENSG00000213417
KRTAP9-2	ENSG00000239886
KSR2	ENSG00000171435
KTI12	ENSG00000198841
KXD1	ENSG00000105700
L3MBTL2	ENSG00000100395
LAIR1	ENSG00000167613
LAMA3	ENSG00000053747
LAMB2	ENSG00000172037
LAMTOR2	ENSG00000116586
LARP1	ENSG00000155506
LARP4B	ENSG00000107929
LASP1	ENSG00000002834
LATS1	ENSG00000131023
LATS2	ENSG00000150457
LCK	ENSG00000182866
LCT	ENSG00000115850
LDB1	ENSG00000198728
LDB2	ENSG00000169744
LDOC1	ENSG00000182195
LDOC1L	ENSG00000188636
LEF1	ENSG00000138795
LEFTY1	ENSG00000243709
LEFTY2	ENSG00000143768
LEMD2	ENSG00000161904
LEO1	ENSG00000166477
LEPRE1	ENSG00000117385
LEPREL1	ENSG00000090530
LEPREL4	ENSG00000141696
LEPROTL1	ENSG00000104660
LFNG	ENSG00000106003
LGALS7B	ENSG00000178934
LGALS9	ENSG00000168961
LGI1	ENSG00000108231
LHFPL3	ENSG00000187416
LHFPL4	ENSG00000156959
LHX1	ENSG00000132130
LHX2	ENSG00000106689
LHX3	ENSG00000107187
LHX6	ENSG00000106852
LHX8	ENSG00000162624
LHX9	ENSG00000143355
LILRA6	ENSG00000244482
LILRB3	ENSG00000204577
LIMS1	ENSG00000169756
LIN28B	ENSG00000187772
LIN54	ENSG00000189308
LINGO1	ENSG00000169783
LIX1L	ENSG00000152022
LMAN1L	ENSG00000140506
LMNA	ENSG00000160789
LMNB2	ENSG00000176619
LMO2	ENSG00000135363
LMO3	ENSG00000048540
LMO4	ENSG00000143013
LMX1B	ENSG00000136944
LNX2	ENSG00000139517
LONP2	ENSG00000102910
LONRF1	ENSG00000154359
LONRF2	ENSG00000170500
LONRF3	ENSG00000175556
LPA	ENSG00000198670
LPAR1	ENSG00000198121
LPAR5	ENSG00000184574
LPCAT2	ENSG00000087253
LPCAT3	ENSG00000111684
LPCAT4	ENSG00000176454
LPGAT1	ENSG00000123684
LPHN1	ENSG00000072071
LPHN2	ENSG00000117114
LRCH4	ENSG00000077454
LRFN3	ENSG00000126243
LRFN4	ENSG00000173621
LRIG3	ENSG00000139263
LRP11	ENSG00000120256
LRP2	ENSG00000081479
LRP4	ENSG00000134569
LRP8	ENSG00000157193
LRRC26	ENSG00000184709
LRRC37B	ENSG00000185158
LRRC3B	ENSG00000179796
LRRC41	ENSG00000132128
LRRC47	ENSG00000130764
LRRC4B	ENSG00000131409
LRRC4C	ENSG00000148948
LRRC57	ENSG00000180979
LRRC58	ENSG00000163428
LRRC7	ENSG00000033122
LRRC73	ENSG00000204052
LRRC8A	ENSG00000136802
LRRC8D	ENSG00000171492
LRRK2	ENSG00000188906
LRRTM3	ENSG00000198739
LRRTM4	ENSG00000176204
LRWD1	ENSG00000161036
LSM11	ENSG00000155858
LSM12	ENSG00000161654
LSM14A	ENSG00000257103
LSM14B	ENSG00000149657
LSM2	ENSG00000204392
LSM4	ENSG00000130520
LSM6	ENSG00000164167
LSM7	ENSG00000130332
LTA	ENSG00000226979
LTB	ENSG00000227507
LTB4R	ENSG00000213903
LTBP1	ENSG00000049323
LTBP2	ENSG00000119681
LTBP4	ENSG00000090006
LTBR	ENSG00000111321
LTF	ENSG00000012223
LUC7L	ENSG00000007392
LUC7L2	ENSG00000269955
LUC7L3	ENSG00000108848
LYL1	ENSG00000104903
LYN	ENSG00000254087
LYPLA2	ENSG00000011009
LYST	ENSG00000143669
LYZL1	ENSG00000120563
LZTFL1	ENSG00000163818
LZTR1	ENSG00000099949
MAB21L1	ENSG00000180660
MAB21L2	ENSG00000181541
MACF1	ENSG00000127603
MACROD1	ENSG00000133315
MAD2L1	ENSG00000164109
MAD2L2	ENSG00000116670
MADD	ENSG00000110514
MAEA	ENSG00000090316
MAF1	ENSG00000179632
MAFF	ENSG00000185022
MAFG	ENSG00000197063
MAFK	ENSG00000198517
MAGED1	ENSG00000179222
MAGED2	ENSG00000102316
MAGI1	ENSG00000151276
MAGI2	ENSG00000187391
MAGI3	ENSG00000081026
MAGOH	ENSG00000162385
MAGOHB	ENSG00000111196
MALL	ENSG00000144063
MAML1	ENSG00000161021
MAN1A2	ENSG00000198162
MAN2B1	ENSG00000104774
MANEAL	ENSG00000185090
MAOA	ENSG00000189221
MAP1LC3A	ENSG00000101460
MAP1LC3B	ENSG00000140941
MAP2	ENSG00000078018
MAP2K1	ENSG00000169032
MAP2K4	ENSG00000065559
MAP2K5	ENSG00000137764
MAP2K6	ENSG00000108984
MAP2K7	ENSG00000076984
MAP3K1	ENSG00000095015
MAP3K10	ENSG00000130758
MAP3K11	ENSG00000173327
MAP3K12	ENSG00000139625
MAP3K13	ENSG00000073803
MAP3K3	ENSG00000198909
MAP3K4	ENSG00000085511
MAP3K5	ENSG00000197442
MAP3K6	ENSG00000142733
MAP3K7	ENSG00000135341
MAP3K8	ENSG00000107968
MAP4K1	ENSG00000104814
MAP4K3	ENSG00000011566
MAP4K4	ENSG00000071054
MAP6	ENSG00000171533
MAP7D1	ENSG00000116871
MAPK1	ENSG00000100030
MAPK10	ENSG00000109339
MAPK11	ENSG00000185386
MAPK14	ENSG00000112062
MAPK3	ENSG00000102882
MAPK4	ENSG00000141639
MAPK6	ENSG00000069956
MAPK8	ENSG00000107643
MAPK8IP3	ENSG00000138834
MAPK9	ENSG00000050748
MAPKAP1	ENSG00000119487
MAPKAPK2	ENSG00000162889
MAPKBP1	ENSG00000137802
MAPRE2	ENSG00000166974
MAPRE3	ENSG00000084764
MAPT	ENSG00000186868
MARK1	ENSG00000116141
MARK2	ENSG00000072518
MARK3	ENSG00000075413
MARK4	ENSG00000007047
MAST2	ENSG00000086015
MAST3	ENSG00000099308
MAT1A	ENSG00000151224
MAT2A	ENSG00000168906
MATR3	ENSG00000015479
MAU2	ENSG00000129933
MAX	ENSG00000125952
MAZ	ENSG00000103495
MBD1	ENSG00000141644
MBD2	ENSG00000134046
MBD3	ENSG00000071655
MBD3L3	ENSG00000182315
MBLAC1	ENSG00000214309
MBNL1	ENSG00000152601
MBNL2	ENSG00000139793
MBTD1	ENSG00000011258
MBTPS2	ENSG00000012174
MCL1	ENSG00000143384
MCM3AP	ENSG00000160294
MCOLN1	ENSG00000090674
MCTS1	ENSG00000232119
MCU	ENSG00000156026
MDGA1	ENSG00000112139
MDGA2	ENSG00000139915
MDM4	ENSG00000198625
MEAF6	ENSG00000163875
MECOM	ENSG00000085276
MED10	ENSG00000133398
MED11	ENSG00000161920
MED12	ENSG00000184634
MED13	ENSG00000108510
MED13L	ENSG00000123066
MED14	ENSG00000180182
MED15	ENSG00000099917
MED23	ENSG00000112282
MED24	ENSG00000008838
MED25	ENSG00000104973
MED31	ENSG00000108590
MED9	ENSG00000141026
MEF2A	ENSG00000068305
MEF2B	ENSG00000213999
MEF2C	ENSG00000081189
MEF2D	ENSG00000116604
MEIS1	ENSG00000143995
MEIS2	ENSG00000134138
MEMO1	ENSG00000162959
MEN1	ENSG00000133895
MEPCE	ENSG00000146834
MESDC1	ENSG00000140406
MEST	ENSG00000106484
MET	ENSG00000105976
METAP2	ENSG00000111142
METTL14	ENSG00000145388
METTL16	ENSG00000127804
METTL21B	ENSG00000123427
METTL2A	ENSG00000087995
METTL2B	ENSG00000165055
METTL3	ENSG00000165819
METTL9	ENSG00000197006
MEX3A	ENSG00000254726
MEX3B	ENSG00000183496
MEX3C	ENSG00000176624
MFAP1	ENSG00000140259
MFN2	ENSG00000116688
MFSD3	ENSG00000167700
MGAT1	ENSG00000131446
MGAT3	ENSG00000128268
MGAT5	ENSG00000152127
MGAT5B	ENSG00000167889
MGEA5	ENSG00000198408
MIA3	ENSG00000154305
MIB1	ENSG00000101752
MIB2	ENSG00000197530
MICU3	ENSG00000155970
MID1	ENSG00000101871
MIER1	ENSG00000198160
MIF	ENSG00000240972
MINK1	ENSG00000141503
MKL1	ENSG00000196588
MKL2	ENSG00000186260
MKLN1	ENSG00000128585
MKNK2	ENSG00000099875
MKRN1	ENSG00000133606
MKX	ENSG00000150051
MLEC	ENSG00000110917
MLF2	ENSG00000089693
MLLT1	ENSG00000130382
MLLT10	ENSG00000078403
MLLT3	ENSG00000171843
MLLT4	ENSG00000130396
MLLT6	ENSG00000108292
MLST8	ENSG00000167965
MLXIPL	ENSG00000009950
MLYCD	ENSG00000103150
MMD	ENSG00000108960
MMGT1	ENSG00000169446
MMP14	ENSG00000157227
MMP15	ENSG00000102996
MMP16	ENSG00000156103
MMP21	ENSG00000154485
MMRN2	ENSG00000173269
MOB1A	ENSG00000114978
MOB4	ENSG00000115540
MOBP	ENSG00000168314
MOCOS	ENSG00000075643
MON1A	ENSG00000164077
MORC2	ENSG00000133422
MORC3	ENSG00000159256
MORF4L2	ENSG00000123562
MOS	ENSG00000172680
MOSPD1	ENSG00000101928
MOV10	ENSG00000155363
MOV10L1	ENSG00000073146
MPND	ENSG00000008382
MPP2	ENSG00000108852
MPP6	ENSG00000105926
MPPE1	ENSG00000154889
MPPED1	ENSG00000186732
MPPED2	ENSG00000066382
MPRIP	ENSG00000133030
MPST	ENSG00000128309
MPV17L	ENSG00000156968
MPZ	ENSG00000158887
MRAS	ENSG00000158186
MRFAP1	ENSG00000179010
MRGBP	ENSG00000101189
MRM1	ENSG00000129282
MROH6	ENSG00000204839
MRP63	ENSG00000173141
MRPL41	ENSG00000182154
MRPL43	ENSG00000055950
MRPL45	ENSG00000174100
MRPS26	ENSG00000125901
MRPS34	ENSG00000074071
MSANTD2	ENSG00000120458
MSC	ENSG00000178860
MSI1	ENSG00000135097
MSI2	ENSG00000153944
MSL1	ENSG00000188895
MSL3	ENSG00000005302
MSN	ENSG00000147065
MST1	ENSG00000173531
MSTO1	ENSG00000125459
MSX1	ENSG00000163132
MTA1	ENSG00000182979
MTA2	ENSG00000149480
MTCH1	ENSG00000137409
MTCP1	ENSG00000214827
MTF1	ENSG00000188786
MTF2	ENSG00000143033
MTM1	ENSG00000171100
MTMR1	ENSG00000063601
MTMR3	ENSG00000100330
MTMR4	ENSG00000108389
MTOR	ENSG00000198793
MTPN	ENSG00000105887
MTSS1L	ENSG00000132613
MTURN	ENSG00000180354
MTX1	ENSG00000173171
MUS81	ENSG00000172732
MXI1	ENSG00000119950
MXRA8	ENSG00000162576
MYB	ENSG00000118513
MYBL1	ENSG00000185697
MYBL2	ENSG00000101057
MYBPC1	ENSG00000196091
MYCBP	ENSG00000214114
MYCBP2	ENSG00000005810
MYCL	ENSG00000116990
MYCN	ENSG00000134323
MYH1	ENSG00000109061
MYH10	ENSG00000133026
MYH11	ENSG00000133392
MYH2	ENSG00000125414
MYH3	ENSG00000109063
MYH6	ENSG00000197616
MYH7	ENSG00000092054
MYH8	ENSG00000133020
MYH9	ENSG00000100345
MYL12A	ENSG00000101608
MYL12B	ENSG00000118680
MYLK	ENSG00000065534
MYLPF	ENSG00000180209
MYO16	ENSG00000041515
MYO18A	ENSG00000196535
MYO1F	ENSG00000142347
MYO5A	ENSG00000197535
MYO9B	ENSG00000099331
MYPOP	ENSG00000176182
MYRF	ENSG00000124920
MYSM1	ENSG00000162601
MYT1	ENSG00000196132
MYT1L	ENSG00000186487
MZF1	ENSG00000099326
MZT2B	ENSG00000152082
N4BP2L1	ENSG00000139597
NAA10	ENSG00000102030
NAA15	ENSG00000164134
NAA25	ENSG00000111300
NAA30	ENSG00000139977
NAA35	ENSG00000135040
NAA38	ENSG00000128534
NAA50	ENSG00000121579
NAAA	ENSG00000138744
NAB2	ENSG00000166886
NABP2	ENSG00000139579
NACA	ENSG00000196531
NACC1	ENSG00000160877
NACC2	ENSG00000148411
NADK2	ENSG00000152620
NAGPA	ENSG00000103174
NAGS	ENSG00000161653
NAIF1	ENSG00000171169
NALCN	ENSG00000102452
NAMPT	ENSG00000105835
NANOG	ENSG00000111704
NANOS3	ENSG00000187556
NAPB	ENSG00000125814
NASP	ENSG00000132780
NAT8L	ENSG00000185818
NAV1	ENSG00000134369
NBEA	ENSG00000172915
NBPF12	ENSG00000186275
NBPF15	ENSG00000243452
NBPF20	ENSG00000203832
NBPF3	ENSG00000142794
NCALD	ENSG00000104490
NCAM2	ENSG00000154654
NCAN	ENSG00000130287
NCBP1	ENSG00000136937
NCBP2	ENSG00000114503
NCCRP1	ENSG00000188505
NCDN	ENSG00000020129
NCK2	ENSG00000071051
NCKAP1	ENSG00000061676
NCKIPSD	ENSG00000213672
NCL	ENSG00000115053
NCOA1	ENSG00000084676
NCOA2	ENSG00000140396
NCOR1	ENSG00000141027
NCS1	ENSG00000107130
NCSTN	ENSG00000162736
NDFIP1	ENSG00000131507
NDFIP2	ENSG00000102471
NDN	ENSG00000182636
NDST1	ENSG00000070614
NDUFA1	ENSG00000125356
NEBL	ENSG00000078114
NEDD4L	ENSG00000049759
NEDD8	ENSG00000129559
NEK6	ENSG00000119408
NEK7	ENSG00000151414
NEK9	ENSG00000119638
NELFA	ENSG00000185049
NELFB	ENSG00000188986
NELFCD	ENSG00000101158
NELFE	ENSG00000204356
NES	ENSG00000132688
NETO1	ENSG00000166342
NEURL1	ENSG00000107954
NEURL2	ENSG00000124257
NEUROD6	ENSG00000164600
NEUROG2	ENSG00000178403
NF1	ENSG00000196712
NF2	ENSG00000186575
NFAT5	ENSG00000102908
NFATC1	ENSG00000131196
NFE2L3	ENSG00000050344
NFIA	ENSG00000162599
NFIB	ENSG00000147862
NFIC	ENSG00000141905
NFIX	ENSG00000008441
NFKB1	ENSG00000109320
NFKB2	ENSG00000077150
NFKBID	ENSG00000167604
NFKBIE	ENSG00000146232
NFKBIL1	ENSG00000204498
NFYA	ENSG00000001167
NFYB	ENSG00000120837
NFYC	ENSG00000066136
NGEF	ENSG00000066248
NGFRAP1	ENSG00000166681
NHLH1	ENSG00000171786
NHLH2	ENSG00000177551
NHP2L1	ENSG00000100138
NID2	ENSG00000087303
NIPA1	ENSG00000170113
NIPBL	ENSG00000164190
NIPSNAP1	ENSG00000184117
NKAIN1	ENSG00000084628
NKAP	ENSG00000101882
NKPD1	ENSG00000179846
NKRF	ENSG00000186416
NKX2-2	ENSG00000125820
NKX6-1	ENSG00000163623
NLGN2	ENSG00000169992
NLGN3	ENSG00000196338
NLGN4X	ENSG00000146938
NLK	ENSG00000087095
NMNAT2	ENSG00000157064
NMT1	ENSG00000136448
NNAT	ENSG00000053438
NOA1	ENSG00000084092
NOG	ENSG00000183691
NOL4	ENSG00000101746
NOM1	ENSG00000146909
NONO	ENSG00000147140
NOS1	ENSG00000089250
NOS1AP	ENSG00000198929
NOS2	ENSG00000007171
NOSIP	ENSG00000142546
NOTCH1	ENSG00000148400
NOTCH2	ENSG00000134250
NOTCH3	ENSG00000074181
NOTCH4	ENSG00000204301
NOVA1	ENSG00000139910
NOXA1	ENSG00000188747
NPAS1	ENSG00000130751
NPAS2	ENSG00000170485
NPAS3	ENSG00000151322
NPAS4	ENSG00000174576
NPEPPS	ENSG00000141279
NPFFR1	ENSG00000148734
NPHS1	ENSG00000161270
NPIPA1	ENSG00000183426
NPIPA5	ENSG00000183793
